,coef,std_err,t,p>|t|,ci_low,ci_high
const,-8.592401743125613,0.9639572815577478,-8.913674814759794,6.747833111892289e-14,-10.50837121904788,-6.676432267203346
ln_GDP_PPP,0.7447080779309077,0.10509125919654747,7.086298933178767,3.413185230050461e-10,0.5358278208292263,0.953588335032589
ln_Energy,0.35329494922711385,0.10888545669712037,3.2446477237988867,0.001669494320469048,0.1368733137513093,0.5697165847029184
